IDEQUIPAMENT,ALIES,NOM,CATEGORIA,TIPUS_VIA,VIA,SUFIX_VIA,2TIPUS_VIA,2VIA,2SUFIX_VIA,NUM,PIS,PORTA,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,TELEFON1,TELEFON2,FAX,UTMX,UTMY,LONGITUD,LATITUD,EMAIL,WEB,DATA_MODIFICACIO,PROPIETATS,Georeferència
2578859,Esc. de Música Municipal Josep M. Ruera,Esc. de Música Municipal Josep M. Ruera,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," ptg. Gregori Resina, 1",,,,,,,,8400,Granollers,80961,Vallès Oriental,938701583,,938701583,440610000,4606843000,2.287209000,41.611094000,a8055543@xtec.cat,,06/12/2024 07:47:33 AM,Codi Territorial|Maresme - Vallès Oriental|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (2.287209 41.611095)
2578856,CFA Garrosa,CFA Garrosa,Educació. Formació|Curs d’accés als cicles formatius de grau mitjà (AA01)||Educació. Formació|Formació de persones adultes (ADULTS)||,," ptg. Pau Vila, 7",,,,,,,,8620,Sant Vicenç dels Horts,82634,Baix Llobregat,936566951,,936566951,417188000,4582649000,2.009465000,41.391113000,a8055440@xtec.cat,,06/12/2024 07:47:34 AM,Codi Territorial|Baix Llobregat|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.009465 41.391113)
24595116,PISCINA EL SERRAT,PISCINA EL SERRAT,Esports. Lleure|Instal·lacions esportives|Piscina a l'aire lliure|,," Ptge. 11 de Setembre, s/n, Castellnou de Bages",,,,,,,,8251,Castellnou de Bages,80620,Bages,938330500,,,402930000,4628499000,1.831523360,41.802416905,,,07/19/2024 07:32:21 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/24700"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Piscina a l'aire lliure",POINT (1.8315234 41.802418)
27042381,Auditori del Parc de Nou Cambrils,Auditori del Parc de Nou Cambrils,Cultura|Espais escènics i musicals|Auditori|,, Ptge. 5 5,,,,,5,,,43850,Cambrils,430385,Baix Camp,977368484,,,336478220,4549205000,1.053427156,41.077671667,clt@cambrils.cat,http://www.cambrils.org,07/10/2024 07:34:57 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0534271 41.07767)
24593850,Zona esportiva municipal,PISCINES MUNICIPALS,Esports. Lleure|Instal·lacions esportives|Piscina a l'aire lliure|,," Ptge. Alcaldessa, s/n, Torà",,,,,,,,25750,Torà,252234,Segarra,973473028,,,367768000,4629962000,1.408072483,41.810505057,,,07/19/2024 07:33:17 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/19213"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Piscina a l'aire lliure",POINT (1.4080725 41.810505)
27043910,"Centre Artístic del Penedès, l'Agrícol","Centre Artístic del Penedès, l'Agrícol","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",, Ptge. Alcover 2-4,,,,,2-4,,,8720,Vilafranca del Penedès,83054,Alt Penedès,,,,391227500,4577874000,1.699863582,41.345019764,agricol@agricol.cat,,07/10/2024 07:23:38 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.6998636 41.34502)
2578935,LLI privada Guinyolet,LLI privada Guinyolet,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. Aloi, 8-10 (ptge. Constància, 7-9)",,,,,,,,8041,Barcelona,80193,Barcelonès,934556240,,934556240,431559000,4585411000,2.181030000,41.417341000,a8049555@xtec.cat,,06/12/2024 07:48:20 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Societats Civils,POINT (2.18103 41.41734)
2579160,CFA Sant Ramon,CFA Sant Ramon,Educació. Formació|Formació de persones adultes (ADULTS)||,," ptge. Amat, 5-7",,,,,,,,8904,"Hospitalet de Llobregat, l'",81017,Barcelonès,933341851,,933341851,426163000,4580726000,2.117036000,41.374668000,a8062493@xtec.cat,,06/12/2024 07:45:51 AM,Codi Territorial|Barcelona Comarques|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.117036 41.37467)
27045321,Centre d'Estudis Musicals Cal Maristany,Centre d'Estudis Musicals Cal Maristany,Cultura|Altres espais aptes per a l'ús cultural|Altres|,, Ptge. Anselm Clavé 3,,,,,3,,,8781,"Hostalets de Pierola, els",81629,Anoia,937712550,,,397667500,4598672000,1.773299960,41.533159634,cem.maristany@gmail.com,,07/10/2024 07:24:46 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (1.7732999 41.53316)
24838222,Esc. de Música Centre d'Estudis Musicals Cal Maristany,Esc. de Música Centre d'Estudis Musicals Cal Maristany,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," ptge. Anselm Clavé, 4",,,,,,,,8784,"Hostalets de Pierola, els",81629,Anoia,,,,397501900,4598705500,1.771310000,41.533440000,a8078270@xtec.cat,,06/12/2024 07:32:56 AM,Codi Territorial|Penedès|Naturalesa|Privat|Titularitat|Altres Titularitats,POINT (1.77131 41.53344)
2577367,LLI privada Copérnico,LLI privada Copérnico,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. Antoni Gassol, 9",,,,,,,,8018,Barcelona,80193,Barcelonès,933087804,,933087804,432791000,4584908000,2.195820000,41.412911000,a8036691@xtec.cat,,06/12/2024 07:50:10 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Societats Mercantils,POINT (2.19582 41.41291)
29649034,Passatge Centre d'Estudis Musicals,Passatge Centre d'Estudis Musicals,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," ptge. Bocabella, 13, baixos",,,,,,,,8013,Barcelona,80193,Barcelonès,,,,431157000,4583134000,2.176479000,41.396800000,a8074011@xtec.cat,,06/12/2024 07:34:57 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Cooperatives,POINT (2.176479 41.3968)
2579895,Llar d'infants La Blava,Llar d'infants La Blava,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. Can Gili, 26",,,,,,,,8210,Barberà del Vallès,82520,Vallès Occidental,,,,427129000,4597236000,2.126594000,41.523452000,a8070362@xtec.cat,,06/12/2024 07:37:21 AM,Codi Territorial|Vallès Occidental|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (2.126594 41.523453)
24608538,Complex esportiu municipal,SKATE PARK MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Altres espais singulars|,," Ptge. Can Martell, s/n, Cabrera de Mar",,,,,,,,8349,Cabrera de Mar,80291,Maresme,,,,449310000,4597253000,2.392428066,41.525316281,,,07/19/2024 07:31:49 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/27195"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Altres espais singulars",POINT (2.3924282 41.52532)
1284009,A0692010 A,A0692010 A,Justícia|Jutjats de pau||,," Ptge. Carnisseria, 6",,,,,,,,43470,"Selva del Camp, la",431457,Baix Camp,,,,343941105,4564417464,1.138348900,41.216099600,,,07/18/2024 07:02:04 AM,,POINT (1.1383489 41.2161)
573352,Jutjat de Pau de Selva del Camp,Jutjat de Pau de Selva del Camp,Justícia|Jutjats de pau||,," Ptge. Carnisseria, 6",,,,,,,,43470,"Selva del Camp, la",431457,Baix Camp,877061396,977844504,977766456,343941105,4564417464,1.138348900,41.216099600,,,07/18/2024 07:02:33 AM,,POINT (1.1383489 41.2161)
2578438,Llar d'infants La Xarranca,Llar d'infants La Xarranca,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. Cesc Bas, 3",,,,,,,,8100,Mollet del Vallès,81249,Vallès Oriental,935794300,,935794300,434167000,4599904000,2.210651000,41.548094000,a8063266@xtec.cat,,06/12/2024 07:44:50 AM,Codi Territorial|Maresme - Vallès Oriental|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (2.210651 41.548096)
29645664,Esc. de Música Estudi de Música,Esc. de Música Estudi de Música,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," ptge. Cobos, 3",,,,,,,,43001,Tarragona,431482,Tarragonès,977231720,,977231720,353032000,4553138000,1.249446000,41.116247000,e3009576@xtec.cat,,06/12/2024 07:21:14 AM,Codi Territorial|Tarragona|Naturalesa|Privat|Titularitat|Cooperatives,POINT (1.249446 41.116245)
2581418,Escola de Dansa Artemis,Escola de Dansa Artemis,Educació. Formació|Escoles de dansa (no reglat) (DANE)||,," ptge. Cobos, 5-7",,,,,,,,43001,Tarragona,431482,Tarragonès,977218626,,977218626,350809000,4552867000,1.223050000,41.113402000,e3006265@xtec.cat,,06/12/2024 07:22:26 AM,Codi Territorial|Tarragona|Naturalesa|Privat|Titularitat|Persones Físiques,POINT (1.22305 41.113403)
29647714,Romany,Romany,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. Coello, 9",,,,,,,,8027,Barcelona,80193,Barcelonès,933490712,,933490712,432132000,4585920000,2.187830000,41.421975000,a8048861@xtec.cat,,06/12/2024 07:48:22 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Societats Mercantils,POINT (2.18783 41.421974)
29647132,Escola Ernest Lluch,Escola Ernest Lluch,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," ptge. Colom, 19",,,,,,,,8903,"Hospitalet de Llobregat, l'",81017,Barcelonès,934483047,,934483047,426394600,4580208800,2.119867000,42.370029000,a8067016@xtec.cat,,06/12/2024 07:40:55 AM,Codi Territorial|Barcelona Comarques|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.119867 42.37003)
27042983,Sala Polivalent,Sala Polivalent,Cultura|Espais escènics i musicals|Sala polivalent|,, Ptge. Cooperativa s/n,,,,,s/n,,,25430,Juneda,251193,Garrigues,973150014,,,318550880,4601738000,0.824486369,41.546734933,cultura@juneda.cat,http://www.juneda.cat,07/10/2024 07:33:53 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.8244864 41.546734)
2578829,Escola Bressol Cap i Cua,Escola Bressol Cap i Cua,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. Còrsega, 9",,,,,,,,8026,Barcelona,80193,Barcelonès,934557141,,934557141,431367000,4584635000,2.178819000,41.410331000,a8048149@xtec.cat,,06/12/2024 07:48:24 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Societats Mercantils,POINT (2.178819 41.41033)
29646035,Escola Seat,Escola Seat,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," ptge. d'Antonio Ruiz Villalba, 6",,,,,,,,8038,Barcelona,80193,Barcelonès,933329346,,933329346,427936000,4579082000,2.138435000,41.360016000,a8037863@xtec.cat,,06/12/2024 07:49:59 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.138435 41.360016)
24605142,PISTA POLIESPORTIVA MAS BAELL-CAN RIBALAIGUA,PISTA POLIESPORTIVA MAS BAELL-CAN RIBALAIGUA,Esports. Lleure|Instal·lacions esportives|Pista|,," Ptge. de Can Ribalaigua, s/n, Lloret de Mar",,,,,,,,17310,Lloret de Mar,170950,Selva,972367512,,,486876000,4617511000,2.842247330,41.709282187,,,07/19/2024 07:33:27 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/18543"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure<br/>1 Zones d'activitat a l'entorn urbà",POINT (2.8422472 41.709282)
2578752,CFA Barri Gòtic,CFA Barri Gòtic,Educació. Formació|Formació de persones adultes (ADULTS)||,," ptge. de Gutenberg, 6",,,,,,,,8001,Barcelona,80193,Barcelonès,934125741,,934125741,430990000,4580913000,2.174732000,41.376779000,a8055002@xtec.cat,,06/12/2024 07:47:37 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.174732 41.376778)
2581207,Escola El Gegant del Rec,Escola El Gegant del Rec,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," ptge. de Joan Güell Olivé, 1",,,,,,,,17190,Salt,171557,Gironès,972232127,,972232127,482263000,4646471000,2.785930000,41.970031000,b7008298@xtec.cat,,06/12/2024 07:30:20 AM,Codi Territorial|Girona|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.78593 41.97003)
27040957,Arxiu Municipal de Cerdanyola del Vallès,Arxiu Municipal de Cerdanyola del Vallès,Cultura|Arxius||,, Ptge. de l'Ajuntament 1,,,,,,,,8290,Cerdanyola del Vallès,82665,Vallès Occidental,935808888,,,428288060,4593603500,2.140916320,41.490840232,arxiu@cerdanyola.cat,http://www.cerdanyola.cat,07/10/2024 07:34:41 AM,Titularitat|Administració local: municipal,POINT (2.1409163 41.49084)
14176,DEIXALLERIA DEL MASNOU-ALELLA-TEIÀ,DEIXALLERIA DEL MASNOU-ALELLA-TEIÀ,Medi ambient|Deixalleries||,, PTGE. DE LA BOMBA S/N,,,,,,,,8329,Teià,82819,Maresme,935558699,,,444690000,4593048000,2.337442247,41.487136641,serranoaj@alella.cat,http://www.ladeixalleria.cat/default.php,07/19/2024 07:03:01 AM,Horari|De dilluns a divendres de 9 a 14h i de 16 a 19h.Dissabtes de 10 a 14h i de 16 a 19h.Diumenges de 10 a 13h i tardes tancat.|Residus Especials admesos|Fluorescents i llums de vapor de mercuri; Bateries; Dissolvents; Pintures; Vernissos; Piles i acumuladors; Neveres i electrodomèstics que contenen substàncies perilloses; Olis minerals usats.|Residus no Especials i inerts admesos|Paper i cartró; Vidre; Plàstics Ferralla i metalls; Fustes; Tèxtils; Electrodomèstics que no contenen substàncies perilloses; Pneumàtics; Enderrocs d'obres menors i reparació domiciliària; Olis vegetals; Voluminosos; Residus verds (esporga).,POINT (2.3374422 41.487137)
29649904,Granés,Granés,Educació. Formació|Batxillerat (BATX)||,," ptge. de la Concepció, 15",,,,,,,,8008,Barcelona,80193,Barcelonès,932155441,,932155441,429767000,4582873000,2.159877000,41.394328000,a8013627@xtec.cat,,06/12/2024 07:52:27 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Societats Mercantils,POINT (2.159877 41.39433)
27044339,Museu de Juneda,Museu de Juneda,"Cultura|Museus, col·leccions i centres d'interpretació|Museus i col·leccions|",, Ptge. de la Cooperativa. Complex Cultural del Molí,,,,,,,,25430,Juneda,251193,Garrigues,973 15 00 14 -,,,318715000,4601999000,0.826374029,41.549121366,cultura@juneda.cat,,07/10/2024 07:28:48 AM,Gestio|Gestió directa de l'administració|Titularitat|Pública,POINT (0.82637405 41.54912)
2580526,Institut Vallvera,Institut Vallvera,Educació. Formació|Educació secundària obligatòria (ESO)||Educació. Formació|Cicles formatius professionals de grau mitjà (CFPM)||Educació. Formació|Curs d’accés als cicles formatius de grau superior (AA03)||Educació. Formació|Cicles formatius professionals de grau superior (CFPS)||Educació. Formació|Batxillerat (BATX)||,," ptge. de la Fàbrica Tèxtil Coma Cros, 4",,,,,,,,17190,Salt,171557,Gironès,972231919,,972231919,482872000,4647341000,2.793256000,41.977880000,b7005388@xtec.cat,,06/12/2024 07:31:26 AM,Codi Territorial|Girona|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.793256 41.97788)
27043045,Arxiu Municipal de Salt,Arxiu Municipal de Salt,Cultura|Arxius||,, Ptge. de la fàbrica tèxtil Coma-Cros 9,,,,,,,,17190,Salt,171557,Gironès,972249191,,,483066160,4647366500,2.795598610,41.978114407,ARXIU@salt.cat,https://arxiumunicipaldesalt.wordpress.com/,07/10/2024 07:28:39 AM,Titularitat|Administració local: municipal,POINT (2.7955985 41.978115)
27040827,Biblio@ccés,Biblio@ccés,Cultura|Altres espais aptes per a l'ús cultural|Altres|,, Ptge. de la Font S/n s/n,,,,,s/n,,,8769,Castellví de Rosanes,80667,Baix Llobregat,937751942,,,0,0,0.000000000,0.000000000,,,07/10/2024 07:22:48 AM,Gestio|Pública   |Titularitat|Pública   ,
29646205,CEE Horitzó,CEE Horitzó,Educació. Formació|Educació especial (EE)||Educació. Formació|Itineraris formatius específics (IFE)||,," ptge. de la Mora, s/n",,,,,,,,8397,Pineda de Mar,81635,Maresme,937671321,,937671321,473266000,4609481000,2.679020000,41.636612000,a8044028@xtec.cat,,06/12/2024 07:49:02 AM,Codi Territorial|Maresme - Vallès Oriental|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (2.67902 41.636612)
24608301,CLUB TENNIS CABRILS,CLUB TENNIS CABRILS,Esports. Lleure|Instal·lacions esportives|Pista de pàdel|Esports. Lleure|Instal·lacions esportives|Sala|Esports. Lleure|Instal·lacions esportives|Piscina a l'aire lliure|Esports. Lleure|Instal·lacions esportives|Pista de tennis|,," Ptge. de la Piscina, 6","Urb. Sant Crist, Cabrils",,,,,,,8348,Cabrils,80305,Maresme,937532257,,,448725000,4596325000,2.385495703,41.516920619,,http://www.ctcabrils.com,07/19/2024 07:31:51 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/26957"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|7 Pistes de pàdel<br/>1 Piscina a l'aire lliure<br/>1 Sales d'activitats i especialitzades<br/>7 Pistes de tennis i mini tennis",POINT (2.3854957 41.516922)
2578904,Escola de Dansa Marisa Yudes,Escola de Dansa Marisa Yudes,Educació. Formació|Escoles de dansa (no reglat) (DANE)||,," ptge. de la Plana, 4",,,,,,,,8912,Badalona,80155,Barcelonès,933845105,,933845105,436983000,4588735000,2.245576000,41.447719000,a8055750@xtec.cat,,06/12/2024 07:47:32 AM,Codi Territorial|Barcelona Comarques|Naturalesa|Privat|Titularitat|Persones Físiques,POINT (2.245576 41.44772)
27044304,Teatre Parroquial,Teatre Parroquial,Cultura|Espais escènics i musicals|Teatre|,, Ptge. de la Rectoria s/n,,,,,s/n,,,8130,Santa Perpètua de Mogoda,82606,Vallès Occidental,935600110,,,431482780,4598563500,2.178619507,41.535791974,,,07/10/2024 07:23:50 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.1786196 41.535793)
29647023,Escola Pla del Puig,Escola Pla del Puig,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," ptge. de les Barraques de vinya, 4",,,,,,,,8272,Sant Fruitós de Bages,82135,Bages,938761974,,938761974,406781000,4622629000,1.878792000,41.750022000,a8065251@xtec.cat,,06/12/2024 07:42:52 AM,Codi Territorial|Catalunya Central|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.878792 41.750023)
2579573,Llar d'infants Els Quirzets,Llar d'infants Els Quirzets,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. de les Escoles, 2",,,,,,,,8580,Sant Quirze de Besora,82378,Osona,938550430,,938550430,435236000,4661373000,2.216743000,42.101771000,a8064465@xtec.cat,,06/12/2024 07:43:43 AM,Codi Territorial|Catalunya Central|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (2.216743 42.101772)
2579840,Esc. de Música Municipal de Collbató,Esc. de Música Municipal de Collbató,Educació. Formació|Escoles de música (no reglat) (MUSE)||,," ptge. de les Escoles, 5-7",,,,,,,,8293,Collbató,80692,Baix Llobregat,,,,402050000,4602272000,1.825240000,41.566132000,a8074598@xtec.cat,,06/12/2024 07:34:42 AM,Codi Territorial|Baix Llobregat|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (1.82524 41.56613)
2577976,Escola La Salut,Escola La Salut,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," ptge. de les Escoles, 5-7",,,,,,,,8293,Collbató,80692,Baix Llobregat,937770019,,937770019,402044000,4602269000,1.825164000,41.566103000,a8033468@xtec.cat,,06/12/2024 07:50:38 AM,Codi Territorial|Baix Llobregat|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.825164 41.566105)
2581149,Llar d'infants La Palmera,Llar d'infants La Palmera,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. de les Escoles, s/n",,,,,,,,17251,Calonge i Sant Antoni,170340,Baix Empordà,972652139,,972652139,506823000,4634531000,3.082205000,41.862663000,b7008195@xtec.cat,,06/12/2024 07:30:24 AM,Codi Territorial|Girona|Naturalesa|Públic|Titularitat|Corporacions Locals,POINT (3.082205 41.862663)
24607734,PISTA POLIESPORTIVA,PISTA POLIESPORTIVA,Esports. Lleure|Instal·lacions esportives|Pista|,," Ptge. de les Escoles, s/n, Bàscara",,,,,,,,17483,Bàscara,170160,Alt Empordà,,,,492473000,4667167000,2.908889827,42.156594614,,,07/19/2024 07:32:30 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/23804"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pistes poliesportives a l'aire lliure",POINT (2.9088898 42.156593)
24594280,COMPLEX ESPORTIU MUNICIPAL,COMPLEX ESPORTIU MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Piscina coberta|Esports. Lleure|Instal·lacions esportives|Sala|Esports. Lleure|Instal·lacions esportives|Pavelló|,," Ptge. de les Escoles, s/n, Bàscara",,,,,,,,17483,Bàscara,170160,Alt Empordà,972560007,,,492432000,4667151000,2.908393753,42.156450117,,,07/19/2024 07:32:24 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/24389"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|1 Pavelló<br/>1 Piscina coberta<br/>1 Sales d'activitats i especialitzades",POINT (2.9083939 42.15645)
29648308,LLI privada Creixem Jugant,LLI privada Creixem Jugant,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. de Margarida de Prades, 4",,,,,,,,43700,"Vendrell, el",431634,Baix Penedès,,,,376592000,4563514000,1.527884000,41.213628000,e3013221@xtec.cat,,06/12/2024 07:18:20 AM,Codi Territorial|Penedès|Naturalesa|Privat|Titularitat|Fundacions,POINT (1.527884 41.213627)
27044872,Biblioteca Josep Jardí,Biblioteca Josep Jardí,Cultura|Biblioteques|Pública (Local)|,," Ptge. de Mas Granollacs,  s/n",,,,,s/n,,,8130,Santa Perpètua de Mogoda,82606,Vallès Occidental,93 560 62 22,,,432009700,4597607000,2.185043711,41.527222207,b.st.perpetua@diba.cat,https://www.staperpetua.cat/menu-principal/info-municipal/equipaments/biblioteca-josep-jardi-1,07/10/2024 07:27:11 AM,Gestio|Pública|Titularitat|Adm. local: ajuntament,POINT (2.1850438 41.52722)
29649835,Montserrat,Montserrat,Educació. Formació|Educació infantil de 1r cicle (EINF1C)||,," ptge. de Xile, 13-15",,,,,,,,8028,Barcelona,80193,Barcelonès,934490529,,934490529,426063000,4580951000,2.115817000,41.376681000,a8009491@xtec.cat,,06/12/2024 07:52:29 AM,Codi Territorial|Consorci d'Educació de Barcelona|Naturalesa|Privat|Titularitat|Societats Mercantils,POINT (2.115817 41.376682)
24608369,Zona esportiva municipal,EUROFITNESS SANT CUGAT,Esports. Lleure|Instal·lacions esportives|Piscina coberta|Esports. Lleure|Instal·lacions esportives|Sala|Esports. Lleure|Instal·lacions esportives|Pavelló|,," Ptge. del Baró de Coubertin, 1, Sant Cugat del Vallès",,,,,,,,8172,Sant Cugat del Vallès,82055,Vallès Occidental,935830345,,,423498000,4591377000,2.083822415,41.470344753,,http://santcugat.eurofitness.com/,07/19/2024 07:31:40 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/28079"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|3 Pavelló<br/>3 Piscina coberta<br/>7 Sales d'activitats i especialitzades",POINT (2.0838225 41.470345)
24608244,Complex Esportiu Municipal Maria Bosca d'Òrrius                                                                                                                                                                                                       ,PISTA POLIESPORTIVA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Pista|,," Ptge. del Club, s/n, Òrrius",,,,,,,,8317,Òrrius,81537,Maresme,,,,446165000,4600420000,2.354450617,41.553635557,,,07/19/2024 07:31:52 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/26873"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Pistes poliesportives a l'aire lliure<br/>1 Zones d'activitat a l'entorn urbà",POINT (2.3544507 41.553635)
24608636,Complex Esportiu Municipal Maria Bosca d'Òrrius                                                                                                                                                                                                       ,ZONA ESPORTIVA MUNICIPAL,Esports. Lleure|Instal·lacions esportives|Pista de pàdel|Esports. Lleure|Instal·lacions esportives|Pista de petanca|Esports. Lleure|Instal·lacions esportives|Pista de tennis|,," Ptge. del Club, s/n, Òrrius",,,,,,,,8317,Òrrius,81537,Maresme,,,,446195000,4600430000,2.354809437,41.553727644,,,07/19/2024 07:31:48 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/27294"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Pistes de pàdel<br/>1 Espais de petanca i bitlles<br/>1 Pistes de tennis i mini tennis",POINT (2.3548095 41.553726)
24608362,Complex Esportiu Municipal Maria Bosca d'Òrrius                                                                                                                                                                                                       ,PISCINES MUNICIPALS,Esports. Lleure|Instal·lacions esportives|Piscina a l'aire lliure|,," Ptge. del Club, s/n, Òrrius",,,,,,,,8317,Òrrius,81537,Maresme,,,,446200000,4600425000,2.354869838,41.553682947,,,07/19/2024 07:31:50 AM,"Enlla�|<a href="" http://equipaments.esport.gencat.cat/ceeree/equipaments/27057"" target=""_blank"">Cens d�equipaments esportius de Catalunya</a>|Espais|2 Piscina a l'aire lliure",POINT (2.3548698 41.553684)
2581481,Escola Vilamar,Escola Vilamar,Educació. Formació|Educació primària (EPRI)||Educació. Formació|Educació infantil de 2n cicle (EINF2C)||,," ptge. del Ferrocarril, s/n",,,,,,,,43820,Calafell,430379,Baix Penedès,977691848,,977691848,381726000,4560922000,1.589613000,41.191025000,e3011121@xtec.cat,,06/12/2024 07:19:50 AM,Codi Territorial|Penedès|Naturalesa|Públic|Titularitat|Departament d'Educació,POINT (1.589613 41.191025)
27042095,Hangar,Hangar,Cultura|Altres espais aptes per a l'ús cultural|Altres|,, Ptge. del Marquès de Santa Isabel 40,,,,,40,,,8018,Barcelona,80193,Barcelonès,933084041,,,0,0,0.000000000,0.000000000,info@hangar.org,http://www.hangar.org,07/10/2024 07:33:59 AM,Titularitat|Privada   ,
27043595,"ESPAI CULTURAL ""EL PROGRÉS""","ESPAI CULTURAL ""EL PROGRÉS""",Cultura|Espais d'arts visuals|Sales d'exposicions|,, Ptge. del progrés 1,,,,,1,,,8231,Ullastrell,82900,Vallès Occidental,937887262,,,0,0,0.000000000,0.000000000,ullastrell@ullastrell.cat,,07/10/2024 07:23:44 AM,Gestio|Pública   |Titularitat|Pública   ,
