"zref","name","name:ca","zCATEGORIA","amenity","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
1841242,"Oficina Municipal d'Informació al Consumidor de Cardedeu","Oficina Municipal d'Informació al Consumidor de Cardedeu","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Josep Vilaseca",,23,,,"08440","Cardedeu",80462,"Vallès Oriental","+34-938444302","+34-938711477",446140469,4609774059,"2.353316031","41.637883384","omic@cardedeu.cat","http://www.cardedeu.cat/temes/desenvolupament-local/consum/","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: dilluns de 10 a 14h - dijous de 16 a 19h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.353316 41.637882)"
1841249,"Oficina Municipal d'Informació al Consumidor de Llinars del Vallès","Oficina Municipal d'Informació al Consumidor de Llinars del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Mas Bagà",,24,,,"08450","Llinars del Vallès",81069,"Vallès Oriental","+34-938413842","938413842",450454769,4609997449,"2.405095929","41.640175144","llorente@llinarsdelvalles.cat","http://www.llinarsdelvalles.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de 8 a 14.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.4050958 41.640175)"
1841201,"Ajuntament de La Roca del Vallès","Ajuntament de La Roca del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Catalunya",,24,,,"08430","Roca del Vallès, la",81810,"Vallès Oriental","+34-938422016","+34-938421443",443804818,4604193606,"2.325797600","41.587461000","laroca@laroca.cat","http://www.laroca.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h. Dilluns i dijous de 16.30 a 18.30h.|Funcions|- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.3257976 41.58746)"
21168002,"Oficina Municipal d'Informació al Consumidor de Pallejà","Oficina Municipal d'Informació al Consumidor de Pallejà","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Prat de la Riba",,27,,,"08780","Pallejà",81574,"Baix Llobregat",,,416227867,4586061091,"1.997505805","41.421742487","adel.palleja@palleja.cat",,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dilluns de 10 a 14 h i dimarts de 10 a 14h i de 16 a 19h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9975058 41.42174)"
21168001,"Oficina Municipal d'Informacióal Consumidor de Pallejà","Oficina Municipal d'Informacióal Consumidor de Pallejà","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Prat de la Riba",,27,,,"08780","Pallejà",81574,"Baix Llobregat",,,416227867,4586061091,"1.997505805","41.421742487","adel.palleja@palleja.cat",,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dilluns de 10 a 14h i dimarts de 10 a 14h i de 16 a 19h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9975058 41.42174)"
1841184,"Oficina Municipal d'Informació al Consumidor de Blanes","Oficina Municipal d'Informació al Consumidor de Blanes","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig de Dintre",,29,,,17300,"Blanes",170237,"Selva","+34-972379399","+34-972350677",482700144,4613614132,"2.792166135","41.674102867","omic@blanes.cat","http://www.blanes.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h, amb cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|- General de consum
- Altra informació: tràmit de mediació.
- Tasques inspecció: només referent a fulls reclamació i cartells informatius.
- Procediment sancionador: només referent a fulls de reclamació i cartells informatius.|Àmbit|Municipal","POINT (2.7921662 41.674103)"
25839113,"Oficina Municipal d'Informació al Consumidor de Malgrat","Oficina Municipal d'Informació al Consumidor de Malgrat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer del Carme",,30,,,"08380","Malgrat de Mar",81108,"Maresme","+34-937653300","937653300",478442606,4610475146,"2.741131400","41.645725800","consum@ajmalgrat.cat","http://www.ajmalgrat.cat","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: divendres de 9 a 13h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.7411313 41.645725)"
1841199,"Oficina Municipal d'Informació al Consumidor de L'Hospitalet de Llobregat","Oficina Municipal d'Informació al Consumidor de L'Hospitalet de Llobregat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de la Riera de la Creu",,32,,,"08901","Hospitalet de Llobregat, l'",81017,"Barcelonès","+34-934026030","+34-934026031",424772092,4579249359,"2.100587100","41.361238000","omic@l-h.cat","http://www.l-h.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 13.30h i dijous de 16 a 19h, amb visita concertada.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1005871 41.361237)"
1841316,"Oficina Municipal d'Informació al Consumidor de Cambrils","Oficina Municipal d'Informació al Consumidor de Cambrils","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Roger de Llúria",,33,,,43850,"Cambrils",430385,"Baix Camp","+34-977368217","+34-977794572",337191894,4548018332,"1.062231956","41.067131316","omic@cambrils.cat","http://www.cambrils.org","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: divendres de 9 a 14h (juliol i agost tancat)|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.0622319 41.06713)"
1841204,"Oficina Municipal d'Informació al Consumidor de Lloret de Mar","Oficina Municipal d'Informació al Consumidor de Lloret de Mar","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Sant Pere",,36,,,17310,"Lloret de Mar",170950,"Selva","+34-972372184","972372184",487206904,4616548818,"2.846245486","41.700621108","omic@lloret.cat","http://www.lloret.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de 10 a 14h.
Presencialment només amb cita prèvia

 

|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.8462455 41.700623)"
1841213,"Servei de Consum de Premià de Mar","Servei de Consum de Premià de Mar","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer del Nord",,60,,,"08330","Premià de Mar",81727,"Maresme","+34-937417400","+34-937417425",446432559,4593552983,"2.358270176","41.491803319","omic@premiademar.cat","http://www.premiademar.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: hores concertades|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.3582702 41.491802)"
1841205,"Oficina Municipal d'Informació al Consumidor de Martorell","Oficina Municipal d'Informació al Consumidor de Martorell","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer del Mur",,61,,,"08760","Martorell",81141,"Baix Llobregat","+34-937753752","+34-937741705",410759349,4591923582,"1.931208869","41.473951114","omic@martorell.cat","http://www.martorell.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dilluns, dimecres i divendres de 9.30 a 13.30 h, amb cita prèvia.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9312088 41.47395)"
1841248,"Oficina Municipal d'Informació al Consumidor de Lliçà d'Amunt","Oficina Municipal d'Informació al Consumidor de Lliçà d'Amunt","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer d'Anselm Clavé",,73,,,"08186","Lliçà d'Amunt",81075,"Vallès Oriental","+34-938415225","+34-938414175",436616639,4606593617,"2.239310439","41.608538690","omic@llicamunt.cat","http://www.llicamunt.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: dilluns de 16 a 18.30h i divendres de 9 a 11h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2393105 41.60854)"
1841306,"Ofideute (Barcelona)","Ofideute (Barcelona)","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de la Diputació",,92,,,"08015","Barcelona",80193,"Barcelonès","+34-935538829","935538829",429310198,4581384994,"2.154589130","41.380884193","ofideute@gencat.cat",,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1545892 41.380886)"
1841275,"Oficina Municipal d'Informació al Consumidor de Teià","Oficina Municipal d'Informació al Consumidor de Teià","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig de la Riera",,94,,,"08329","Teià",82819,"Maresme","+34-935551234","935551234",443355270,4594363361,"2.321330948","41.498890670","omic@teia.cat",,"04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: dijous de 17 a 20h. Cal cita prèvia|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.321331 41.49889)"
1841232,"Servei de Consum i Junta Arbitral de Consum de Terrassa","Servei de Consum i Junta Arbitral de Consum de Terrassa","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carretera de Martorell",,95,,,"08224","Terrassa",82798,"Vallès Occidental","+34-937397429","937397429",416942874,4600970623,"2.004006373","41.556093613","consum@terrassa.cat","http://www.terrassa.cat/consum","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h i dimecres de 15.30 a 18.30h|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.0040064 41.556095)"
1841206,"Oficina Municipal d'Informació al Consumidor de Mataró","Oficina Municipal d'Informació al Consumidor de Mataró","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Josep Puig i Cadafalch",,101,,,"08303","Mataró",81213,"Maresme","+34-937582321","+34-937582320",452345605,4598862717,"2.428683569","41.540001390","omic@ajmataro.cat","https://www.mataro.cat/ca/temes/consum","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a dijous de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.4286835 41.54)"
1841227,"Oficina Municipal d'Informació al Consumidor de Sant Vicenç Dels Horts","Oficina Municipal d'Informació al Consumidor de Sant Vicenç Dels Horts","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Jacint Verdaguer",,105,,,"08620","Sant Vicenç dels Horts",82634,"Baix Llobregat","+34-900111656","+34-933969833",417082543,4583223968,"2.008120905","41.396279324","omic@svh.cat","http://www.svh.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9.00 a 14.00h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.008121 41.39628)"
1841226,"Servei d'Atenció al Consum de Sant Pere de Ribes","Servei d'Atenció al Consum de Sant Pere de Ribes","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,110,,,"08810","Sant Pere de Ribes",82310,"Garraf","+34-938967300","+34-938967301",396653654,4568392826,"1.766317003","41.260349795","consum@santperederibes.cat","http://www.santperederibes.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic:
- Nucli Ribes: de dilluns a divendres de 8.30 a 14h. Dilluns i dimecres de 16 a 19h. Atenció directa tècnica: dimarts de 10 a 14h.
- Nucli les Roquetes: de dilluns a divendres de 8.30 a 14h, dimarts i dijous de 16 a 19h. Atenció directa tècnica: dimecres de 10 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.766317 41.26035)"
1841217,"Oficina Municipal d'Informació al Consumidor de Sabadell","Oficina Municipal d'Informació al Consumidor de Sabadell","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Tres Creus",,202,,,"08202","Sabadell",81878,"Vallès Occidental","+34-937453168","937453168",426340566,4599759032,"2.116835238","41.546102520","omic@ajsabadell.cat","http://www.sabadell.cat/consum","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de 9 a 14h. |Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1168354 41.5461)"
1841182,"Oficina Municipal d'Informació al Consumidor de Barberà del Vallès","Oficina Municipal d'Informació al Consumidor de Barberà del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig del Doctor Moragas",,224,,,"08210","Barberà del Vallès",82520,"Vallès Occidental","+34-937297171","937297171",426940780,4596351494,"2.124444828","41.515468077","omic@bdv.cat","http://www.bdv.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres d'11 a 12h
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|- General de consum
- Altra: procediments que no són de consum (orientació jurídica).|Àmbit|Municipal","POINT (2.1244447 41.51547)"
1841288,"Oficina Municipal d'Informació al Consumidor de Vallirana","Oficina Municipal d'Informació al Consumidor de Vallirana","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,329,,,"08759","Vallirana",82956,"Baix Llobregat","+34-936832262","936832262",410673434,4582375896,"1.931590970","41.387955171","consum@vallirana.cat","http://www.vallirana.cat/ca/consum","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: dimarts de 9.30 a 14.30h i dijous de 9.30 a 14.30h i de 16.30 a 18.30h.
Cal demanar cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9315909 41.387955)"
1841185,"Oficina Municipal d'Informació al Consumidor de Calella","Oficina Municipal d'Informació al Consumidor de Calella","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Sant Jaume (Fàbrica Llobet)",,339,,,"08370","Calella",80351,"Maresme","+34-937665164","937665164",471744902,4607431317,"2.660848000","41.618100500","aj035.consum@calella.cat","http://www.calella.cat/adreces-i-telefons/oficina-municipal-d-informacio-al-consumidor","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dimecres de 10 a 14h. Cal cita prèvia|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.660848 41.6181)"
1841216,"Oficina Municipal d'Informació al Consumidor de Rubí","Oficina Municipal d'Informació al Consumidor de Rubí","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Narcís Menard",,"13-17",,,"08191","Rubí",81846,"Vallès Occidental","+34-935887032","935887032",419111915,4593983415,"2.030952600","41.493388300","omic@ajrubi.cat","http://www.rubi.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a dijous de 9 a 14h i dimecres de 16 a 18.30h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.0309527 41.49339)"
2763040,"Oficina Municipal d'Informació al Consumidor de Cervelló","Oficina Municipal d'Informació al Consumidor de Cervelló","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,"146-148",,,"08758","Cervelló",80689,"Baix Llobregat","+34-936600070","936600070",412968594,4583263906,"1.958910700","41.396204300","crvl.omic@cervello.cat",,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dilluns, dimarts, dimecres i divendres de 10 a 12h, i dijous de 17 a 19h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9589107 41.396206)"
1841274,"Servei de Comerç i Atenció al Consumidor (Scac) de Parets del Vallès","Servei de Comerç i Atenció al Consumidor (Scac) de Parets del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer Major",,"2-4",,,"08150","Parets del Vallès",81593,"Vallès Oriental","+34-935738888","+34-935738889",436122032,4602663106,"2.233793700","41.573099100","consum@parets.cat","http://www.parets.cat","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h, hores concertades.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2337937 41.573097)"
1841197,"Oficina Municipal d'Informació al Consumidor de Girona","Oficina Municipal d'Informació al Consumidor de Girona","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer dels Ciutadans",,"2-4",,,17004,"Girona",170792,"Gironès","+34-972419025","+34-972010233",485493831,4647937085,"2.824887800","41.983301900","omic@ajgirona.cat","http://www2.girona.cat/ca/omic","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 13h, amb cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.8248878 41.983303)"
25611819,"Oficina Municipal d'Informació al Consumidor de Sant Andreu de Llavaneres (3 Viles)","Oficina Municipal d'Informació al Consumidor de Sant Andreu de Llavaneres (3 Viles)","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passeig de la Mare de Déu de Montserrat",,"27-33",,,"08392","Sant Andreu de Llavaneres",81976,"Maresme","+34-937023645","937023645",457003097,4602612897,"2.484250300","41.574043100","promocio@ajllavaneres.cat","http://www.ajllavaneres.cat","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.4842503 41.574043)"
1841234,"Oficina Municipal d'Informació al Consumidor de Molins de Rei","Oficina Municipal d'Informació al Consumidor de Molins de Rei","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça del Mercat ",,"5-6",,,"08750","Molins de Rei",81234,"Baix Llobregat","+34-936800370","936800370",417922667,4584973602,"2.017932000","41.412123200","consum@molinsderei.cat","http://www.molinsderei.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 13h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.017932 41.412125)"
21867359,"Oficina Municipal d'Informació al Consumidor de Sant Celoni","Oficina Municipal d'Informació al Consumidor de Sant Celoni","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer del Grup Escolar",,"6 -Edifici El Puigdollers",6,,"08470","Sant Celoni",82021,"Vallès Oriental","+34-938641212","938641212",0,0,"0.000000000","0.000000000","omicsantceloni@santceloni.cat",,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dimarts de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.|Tipus informació|General de consum|Àmbit|Municipal",
1841181,"Oficina Municipal d'Informació al Consumidor de Badalona","Oficina Municipal d'Informació al Consumidor de Badalona","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de l'Assemblea de Catalunya",,"9-12",,,"08911","Badalona",80155,"Barcelonès","+34-934832744","+34-934832949",437283722,4589275675,"2.249121600","41.452615100","omic@badalona.cat","http://www.badalona.cat","04/02/2024 07:01:30 AM","Horari|Horari d' atenció al públic: de dilluns a divendres de 9 a 13h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2491217 41.452614)"
1841196,"Oficina Municipal d'Informació al Consumidor de Gavà","Oficina Municipal d'Informació al Consumidor de Gavà","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Jaume Balmes","yes",,,,"08850","Gavà",80898,"Baix Llobregat","+34-932639100","932639100",416218420,4572983141,"1.999199173","41.303957688","omic@gava.cat","http://www.gavaciutat.cat/consum/omic","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dimarts i dijous de 9 a 13h.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9991992 41.30396)"
