"z_NO_OSM","zref","name","name:ca","zCATEGORIA","amenity","community_centre:for","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
,27045126,"Arxiu Central dels Jutjats d'Igualada","Arxiu Central dels Jutjats d'Igualada","Cultura|Arxius||","archive",,,,,,"Passeig de Jacint Verdaguer",,"113-117",,,"08700","Igualada",81022,"Anoia","+34-936938016","936938016",385332800,4604044500,"1.624452216","41.579865666","arxiu.igualada@xij.gencat.cat",,"07/10/2024 07:22:20 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.6244522 41.579865)"
,27043200,"Arxiu Comarcal de la Conca de Barberà","Arxiu Comarcal de la Conca de Barberà","Cultura|Arxius||","archive",,,,,,"Raval del Raval de Santa Anna",,"12-14",,,43400,"Montblanc",430862,"Conca de Barberà","+34-977860492","977860492",346282280,4582540500,"1.161686081","41.379711809","acconcadebarbera.cultura@gencat.cat","http://cultura.gencat.cat/arxius/accb","07/10/2024 07:36:23 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.1616861 41.37971)"
,27042132,"Arxiu Històric Municipal de Gelida","Arxiu Històric Municipal de Gelida","Cultura|Arxius||","archive",,,,,,"Carrer de la Barceloneta",,"12-18",,,"08790","Gelida",80919,"Alt Penedès","+34-937790058","937790058",405023800,4588336000,"1.863094063","41.440983559","pujolsj@diba.es","https://www.gelida.org/arxius/ahmge.htm","07/10/2024 07:27:37 AM","Titularitat|Administració local: municipal","POINT (1.8630941 41.440983)"
,27045249,"Arxiu Històric de la Companyia de Jesús de Catalunya","Arxiu Històric de la Companyia de Jesús de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de Roger de Llúria",,"13-15",,,"08010","Barcelona",80193,"Barcelonès","+34-933012350","933012350",430769470,4582454500,"2.171917235","41.390643791","arxiu@jesuites.net",,"07/10/2024 07:23:20 AM","Titularitat|Església catolica: monàstics, conventuals i de congregacions","POINT (2.1719172 41.390644)"
,27042984,"Arxiu Central Administratiu del Departament de Salut","Arxiu Central Administratiu del Departament de Salut","Cultura|Arxius||","archive",,,,,,"Travessera de les Corts",,"131-159",,,"08028","Barcelona",80193,"Barcelonès","+34-935566478","935566478",426904250,4581484500,"2.125806483","41.381565426","arxiu.salut@gencat.cat",,"07/10/2024 07:23:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1258066 41.381565)"
,27044512,"Arxiu Central Administratiu del Servei Català de la Salut","Arxiu Central Administratiu del Servei Català de la Salut","Cultura|Arxius||","archive",,,,,,"Travessera de les Corts",,"131-159 (Edifici Olímpia)",,,"08028","Barcelona",80193,"Barcelonès","+34-934038585","934038585",427227280,4581674000,"2.129646595","41.383301458","arxiu@catsalut.cat",,"07/10/2024 07:23:22 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1296465 41.3833)"
,27041887,"Museu-Arxiu de Sant Andreu de Llavaneres","Museu-Arxiu de Sant Andreu de Llavaneres","Cultura|Arxius||","archive",,,,,,"Carretera de Sant Vicenç ",,"14 -Can Caralt-",,,"08392","Sant Andreu de Llavaneres",81976,"Maresme","+34-937929282","937929282",457507280,4602531000,"2.490303563","41.573332426","museuarxiu@ajllavaneres.cat","http://ajllavaneres.cat/ambit.php?id=1","07/10/2024 07:36:41 AM","Titularitat|Administració local: municipal","POINT (2.4903035 41.573334)"
,27043382,"Arxiu Central dels Jutjats de Santa Coloma de Gramenet","Arxiu Central dels Jutjats de Santa Coloma de Gramenet","Cultura|Arxius||","archive",,,,,,"Passeig de la Salzereda",,"15-18",,,"08921","Santa Coloma de Gramenet",82457,"Barcelonès","+34-935515537","935515537",433602160,4588683000,"2.205112765","41.446980941","arxiu.santacolomagramenet@xij.gencat.cat",,"07/10/2024 07:20:49 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.2051127 41.44698)"
,27045521,"Arxiu Central dels Jutjats de Sant Feliu de Guíxols","Arxiu Central dels Jutjats de Sant Feliu de Guíxols","Cultura|Arxius||","archive",,,,,,"Carrer d'Antoni de Campmany",,"15-21",,,17220,"Sant Feliu de Guíxols",171609,"Baix Empordà","+34-972658070","972658070",502107400,4625599500,"3.025359997","41.782241331","arxiu.santfeliuguixols@xij.gencat.cat",,"07/10/2024 07:21:02 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (3.02536 41.78224)"
,27042830,"Arxiu del Museu Picasso","Arxiu del Museu Picasso","Cultura|Arxius||","archive",,,,,,"Carrer de Montcada",,"15-23",,,"08003","Barcelona",80193,"Barcelonès","+34-932565922","932565922",431512800,4581844000,"2.180876525","41.385208834","nsoleb@bcn.cat","http://www.museupicasso.bcn.cat/","07/10/2024 07:32:55 AM","Titularitat|Administració local: municipal","POINT (2.1808765 41.38521)"
,27040655,"Arxiu Municipal de Flix","Arxiu Municipal de Flix","Cultura|Arxius||","archive",,,,,,"Carrer Major",,"16-18"," 1r",,43750,"Flix",430607,"Ribera d'Ebre","+34-977410153","977410153",294666250,4567317500,"0.550019557","41.231200883","arxiu@flix.cat","https://www.flix.cat/ajuntament/atencio-al-ciutada/altres-serveis/","07/10/2024 07:27:38 AM","Titularitat|Administració local: municipal","POINT (0.55001956 41.2312)"
,27040633,"Arxiu Central Administratiu de la Delegació Territorial del Govern de la Generalitat a Tarragona","Arxiu Central Administratiu de la Delegació Territorial del Govern de la Generalitat a Tarragona","Cultura|Arxius||","archive",,,,,,"Carrer del Granit Naus",,"17-18 (Polígon Riu Clar)",,,43006,"Tarragona",431482,"Tarragonès","+34-977541292","977541292",350503340,4555253500,"1.218830888","41.134829710","alfredo.redondo@gencat.cat",,"07/10/2024 07:20:39 AM","Titularitat|Generalitat de Catalunya: administratiu territorial","POINT (1.218831 41.13483)"
,27043521,"Arxiu i Biblioteca del Deganat dels registradors de la Propietat, Mercantils i de Béns Mobles de Catalunya","Arxiu i Biblioteca del Deganat dels registradors de la Propietat, Mercantils i de Béns Mobles de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de Joan Miró",,"19-21",,,"08005","Barcelona",80193,"Barcelonès","+34-932252611","932252611",432659900,4582431500,"2.194529499","41.390597132","secretariacer.catalunya@registradores.org",,"07/10/2024 07:23:20 AM","Titularitat|Corporacions i entitats oficials: col.legi professional","POINT (2.1945295 41.3906)"
,27043692,"Arxiu Provincial dels Caputxins de Catalunya","Arxiu Provincial dels Caputxins de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer del Cardenal Vives i Tutó",,"2-16",,,"08034","Barcelona",80193,"Barcelonès","+34-932043458","932043458",426517660,4582946000,"2.121006272","41.394693310","conselldelaics@caputxins.cat",,"07/10/2024 07:23:19 AM","Titularitat|Església catolica: monàstics, conventuals i de congregacions","POINT (2.1210063 41.39469)"
,27044964,"Arxiu de la Comissió Jurídica Assessora","Arxiu de la Comissió Jurídica Assessora","Cultura|Arxius||","archive",,,,,,"Plaça Nova",,"2-3",,,"08002","Barcelona",80193,"Barcelonès","+34-932388283","932388283",431032120,4581743000,"2.175139543","41.384258091",,,"07/10/2024 07:23:21 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1751394 41.38426)"
,27042591,"Arxiu Central Administratiu del Departament de Territori","Arxiu Central Administratiu del Departament de Territori","Cultura|Arxius||","archive",,,,,,"Avinguda de Josep Tarradellas",,"2-6",,,"08029","Barcelona",80193,"Barcelonès","+34-934958000","934958000",428320220,4581423000,"2.142746309","41.381138914","arxiucentraltarradellas.tes@gencat.cat",,"07/10/2024 07:23:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1427462 41.381138)"
,27041658,"Arxiu Històric del Col.legi d'Arquitectes de Catalunya. Demarcació Tarragona","Arxiu Històric del Col.legi d'Arquitectes de Catalunya. Demarcació Tarragona","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Llorenç",,"20-22",,,43003,"Tarragona",431482,"Tarragonès","+34-977249367","977249367",353873500,4553432000,"1.259400109","41.119042907","arxiu.tar@coac.es","https://www.arquitectes.cat/es/arquitectes/departaments/arxiu","07/10/2024 07:27:57 AM","Titularitat|Corporacions i entitats oficials: col.legi professional","POINT (1.2594001 41.11904)"
,27042179,"Arxiu Central de l'Institut Municipal d'Hisenda de Barcelona","Arxiu Central de l'Institut Municipal d'Hisenda de Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer del Pallars",,"200-202",,,"08005","Barcelona",80193,"Barcelonès","+34-934023766","934023766",433267160,4583930000,"2.201627243","41.404144344","imhsgdid@bcn.cat","https://ajuntament.barcelona.cat/arxiumunicipal/ca/arxius-centrals","07/10/2024 07:28:44 AM","Titularitat|Administració local: municipal","POINT (2.2016273 41.404144)"
,27045362,"Arxiu Central Administratiu del Departament d'Educació","Arxiu Central Administratiu del Departament d'Educació","Cultura|Arxius||","archive",,,,,,"Via Augusta ",,"202-226",,,"08021","Barcelona",80193,"Barcelonès","+34-934006900","934006900",428221900,4583252500,"2.141353789","41.397607750","arxiu.educacio@gencat.cat",,"07/10/2024 07:23:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1413538 41.397606)"
,27043205,"Arxiu Comarcal del Baix Ebre","Arxiu Comarcal del Baix Ebre","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Domènec",,"21-23",,,43500,"Tortosa",431554,"Baix Ebre","+34-977441525","977441525",291235720,4521130500,"0.524746178","40.814652568","acbaixebre.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbeb","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.5247462 40.81465)"
,27043333,"Arxiu Municipal del Districte de Sarrià-Sant Gervasi","Arxiu Municipal del Districte de Sarrià-Sant Gervasi","Cultura|Arxius||","archive",,,,,,"Carrer d'Eduardo Conde",,"22-42",,,"08034","Barcelona",80193,"Barcelonès","+34-932562722","932562722",426543900,4582766500,"2.121341891","41.393079030","amdsg@bcn.cat","http://ajuntament.barcelona.cat/arxiumunicipal/ca/sarria-sant-gervasi","07/10/2024 07:36:40 AM","Titularitat|Administració local: municipal","POINT (2.121342 41.393078)"
,27044094,"Arxiu Central Administratiu de la Delegació Territorial del Govern de la Generalitat a Lleida","Arxiu Central Administratiu de la Delegació Territorial del Govern de la Generalitat a Lleida","Cultura|Arxius||","archive",,,,,,"Carrer de Ricard Calvet Serra Naus",,"24-25 (Polígon Mecanova)",,,25191,"Lleida",251207,"Segrià","+34-973105164","973105164",304849200,4609276500,"0.657883717","41.611355635","ccapdevila@gencat.cat",,"07/10/2024 07:22:17 AM","Titularitat|Generalitat de Catalunya: administratiu territorial","POINT (0.6578837 41.611355)"
,27043394,"Arxiu de l'Institut Català Internacional per la Pau ","Arxiu de l'Institut Català Internacional per la Pau ","Cultura|Arxius||","archive",,,,,,"Carrer d'Aragó",,"244-248",,,"08007","Barcelona",80193,"Barcelonès","+34-935544270","935544270",415897880,4539238500,"2.000000184","40.999999198",,,"07/10/2024 07:23:21 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.0000002 41)"
,27043213,"Arxiu de la Universitat Pompeu Fabra","Arxiu de la Universitat Pompeu Fabra","Cultura|Arxius||","archive",,,,,,"Carrer de Ramon Trias Fargas",,"25-27",,,"08005","Barcelona",80193,"Barcelonès","+34-935422652","935422652",432579660,4582148500,"2.193601320","41.388041504","general.arxiu@upf.edu","http://www.upf.edu/arxiu","07/10/2024 07:30:07 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (2.1936014 41.388042)"
,27040881,"Arxiu de la Universitat Rovira i Virgili","Arxiu de la Universitat Rovira i Virgili","Cultura|Arxius||","archive",,,,,,"Avinguda dels Països Catalans",,"26. Campus Sescelades",,,43007,"Tarragona",431482,"Tarragonès","+34-977559507","977559507",352763200,4554948000,"1.245816989","41.132492144","arxiu@urv.cat","http://www.urv.cat/universitat/arxiu.html","07/10/2024 07:29:58 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (1.245817 41.132492)"
,27044572,"Arxiu Central dels Jutjats de Manresa","Arxiu Central dels Jutjats de Manresa","Cultura|Arxius||","archive",,,,,,"Carrer d'Arbonés",,"29-39",,,"08240","Manresa",81136,"Bages","+34-936930424","936930424",402226030,4619572000,"1.824519335","41.721941518","arxiu.manresa@xij.gencat.cat",,"07/10/2024 07:22:06 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.8245193 41.721943)"
,27042136,"Arxiu Central Administratiu del Servei Públic d’Ocupació de Catalunya","Arxiu Central Administratiu del Servei Públic d’Ocupació de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de Llull",,"297-307",,,"08019","Barcelona",80193,"Barcelonès","+34-935536678","935536678",433830200,4584184500,"2.208334851","41.406483099","arxiu_central.soc@gencat.cat",,"07/10/2024 07:23:22 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.208335 41.406483)"
,27043124,"Arxiu Municipal d'Amposta","Arxiu Municipal d'Amposta","Cultura|Arxius||","archive",,,,,,"Plaça de l'Ajuntament",,"3-4",,,43870,"Amposta",430141,"Montsià","+34-977700057","977700057",295670300,4509757000,"0.580997004","40.713400556","acompany@amposta.cat","http://www.amposta.cat","07/10/2024 07:35:47 AM","Titularitat|Administració local: municipal","POINT (0.580997 40.7134)"
,27043759,"Arxiu Municipal del Districte de Ciutat Vella","Arxiu Municipal del Districte de Ciutat Vella","Cultura|Arxius||","archive",,,,,,"Carrer dels Àngels",,"3-5",,,"08001","Barcelona",80193,"Barcelonès","+34-934432265","934432265",430437340,4581532000,"2.168050874","41.382306471","amdcv@bcn.cat","http://ajuntament.barcelona.cat/arxiumunicipal/ciutat-vella","07/10/2024 07:36:40 AM","Titularitat|Administració local: municipal","POINT (2.1680508 41.382305)"
,27043935,"Arxiu Central dels Jutjats de Balaguer","Arxiu Central dels Jutjats de Balaguer","Cultura|Arxius||","archive",,,,,,"Carrer de Francesc Borràs",,"3-7",,,25600,"Balaguer",250404,"Noguera","+34-973700279","973700279",317688970,4628958000,"0.805852415","41.791535231","arxiu.balaguer@xij.gencat.cat",,"07/10/2024 07:23:27 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (0.8058524 41.791534)"
,27041559,"Arxiu del Foment del Treball Nacional","Arxiu del Foment del Treball Nacional","Cultura|Arxius||","archive",,,,,,"Via Laietana",,"32-34",,,"08003","Barcelona",80193,"Barcelonès","+34-934841200","934841200",431231440,4581826000,"2.177513767","41.385022710","biblioteca@foment.com","http://www.foment.com/sobre-nosaltres/biblioteca-arxiu","07/10/2024 07:34:19 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.1775138 41.38502)"
,27044416,"Arxiu Municipal de Viladecans","Arxiu Municipal de Viladecans","Cultura|Arxius||","archive",,,,,,"Carrer de Guifré El Pelós",,"32-36",,,"08840","Viladecans",83015,"Baix Llobregat","+34-936352985","936352985",418429600,4574394000,"2.025419562","41.316891113","arxiumunicipal@viladecans.cat","http://www.viladecans.cat","07/10/2024 07:29:29 AM","Titularitat|Administració local: municipal","POINT (2.0254195 41.31689)"
,27042420,"Arxiu Central dels Jutjats de Badalona","Arxiu Central dels Jutjats de Badalona","Cultura|Arxius||","archive",,,,,,"Carrer de Prim",,"32-40",,,"08911","Badalona",80155,"Barcelonès","+34-935538893","935538893",437321940,4589403000,"2.249565912","41.453764873","arxiu.badalona@xij.gencat.cat",,"07/10/2024 07:23:27 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.2495658 41.453766)"
,27045449,"Arxiu Central de Ponti & Partners, SLP","Arxiu Central de Ponti & Partners, SLP","Cultura|Arxius||","archive",,,,,,"Carrer del Consell de Cent",,"322 baixos",,,"08007","Barcelona",80193,"Barcelonès","+34-934874936","934874936",429509560,4581798000,"2.156925096","41.384621490","arxiu@ponti.pro","https://www.ponti.pro","07/10/2024 07:27:22 AM","Titularitat|Privats: altres","POINT (2.1569252 41.38462)"
,27041425,"Arxiu Nacional de Catalunya","Arxiu Nacional de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de Jaume I",,"33-51",,,"08195","Sant Cugat del Vallès",82055,"Vallès Occidental","+34-935897788","935897788",422143000,4590903000,"2.067658330","41.465945379","anc.cultura@gencat.cat","http://anc.gencat.cat","07/10/2024 07:36:37 AM","Titularitat|Generalitat de Catalunya: general o institucional","POINT (2.0676584 41.465946)"
,27042356,"Arxiu Biblioteca del Pavelló de la República","Arxiu Biblioteca del Pavelló de la República","Cultura|Arxius||","archive",,,,,,"Avinguda del Cardenal Vidal i Barraquer",,"34-36",,,"08035","Barcelona",80193,"Barcelonès","+34-934285457","934285457",429074000,4586897500,"2.151118640","41.430512413","lourdesprades@ub.edu","https://crai.ub.edu/ca/coneix-el-crai/biblioteques/biblioteca-pavello-republica/El-Fons-d-Arxiu-del-CRAI-Biblioteca-Pavello-de-la-Republica","07/10/2024 07:28:24 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (2.1511188 41.43051)"
,27040854,"Arxiu Històric Banc Sabadell","Arxiu Històric Banc Sabadell","Cultura|Arxius||","archive",,,,,,"Carrer de la Tramuntana",,"34-40",,,"08213","Polinyà",81672,"Vallès Occidental","+34-937205472","937205472",430131500,4601588000,"2.162070401","41.562915030","archivohistorico@bancsabadell.com","https://www.fundacionbancosabadell.com/ca/arxiu-historic/","07/10/2024 07:27:37 AM","Titularitat|Privats: altres","POINT (2.1620705 41.562916)"
,27043872,"Arxiu Central Administratiu d'Infraestructures de la Generalitat de Catalunya","Arxiu Central Administratiu d'Infraestructures de la Generalitat de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer dels Vergós",,"36-42",,,"08017","Barcelona",80193,"Barcelonès","+34-934444444","934444444",427024620,4583238500,"2.127034585","41.397373894","mjsigalat@infraestructures.cat","http://www.infraestructures.cat","07/10/2024 07:33:55 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1270347 41.397373)"
,27045536,"Arxiu Central Administratiu del Consell de l’Audiovisual de Catalunya","Arxiu Central Administratiu del Consell de l’Audiovisual de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer dels Vergós",,"36-42",,,"08017","Barcelona",80193,"Barcelonès","+34-935575000","935575000",427130940,4583251000,"2.128304789","41.397496118",,,"07/10/2024 07:23:25 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1283047 41.397495)"
,27040999,"Arxiu Històric de Cardona","Arxiu Històric de Cardona","Cultura|Arxius||","archive",,,,,,"Carrer de Graells",,"37-39",,,"08261","Cardona",80478,"Bages","+34-938692633","938692633",390732500,4641231500,"1.682379899","41.915479707","arxiuhistoric@cardona.cat","https://www.cardona.cat/ca/vila/adreces-i-telefons-interes/arxiu-historic-municipal-de-cardona","07/10/2024 07:27:48 AM","Titularitat|Administració local: municipal","POINT (1.6823798 41.91548)"
,27042522,"Arxiu Municipal del Prat de Llobregat","Arxiu Municipal del Prat de Llobregat","Cultura|Arxius||","archive",,,,,,"Plaça de Catalunya",,"39-41",,,"08820","Prat de Llobregat, el",81691,"Baix Llobregat","+34-934782858","934782858",424182700,4574932000,"2.094080348","41.322298101","patrimonicultural@elprat.cat","http://www.elprat.cat/cultura/arxiu-municipal-del-prat-de-llobregat","07/10/2024 07:34:28 AM","Titularitat|Administració local: municipal","POINT (2.0940804 41.3223)"
,27045227,"Arxiu de la Universitat Oberta de Catalunya","Arxiu de la Universitat Oberta de Catalunya","Cultura|Arxius||","archive",,,,,,"Avinguda del Tibidabo",,"39-43",,,"08035","Barcelona",80193,"Barcelonès","+34-933263839","933263839",427541970,4585005000,"2.133011207","41.413330784","arxiu@uoc.edu","https://www.uoc.edu/portal/ca/arxiu/index.html","07/10/2024 07:27:00 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (2.133011 41.41333)"
,27041310,"Arxiu General de la Diputació de Girona","Arxiu General de la Diputació de Girona","Cultura|Arxius||","archive",,,,,,"Partida de Sant Martí",,"4-5",,,17004,"Girona",170792,"Gironès","+34-972185124","972185124",485590900,4648097500,"2.826055639","41.984748486","arxiu@ddgi.cat","http://www.ddgi.cat/arxiugeneral","07/10/2024 07:34:33 AM","Titularitat|Administració local: diputació provincial","POINT (2.8260555 41.98475)"
,27044310,"Centre de Documentació de l'Orfeó Català","Centre de Documentació de l'Orfeó Català","Cultura|Arxius||","archive",,,,,,"Carrer del Palau de la Música",,"4-6",,,"08003","Barcelona",80193,"Barcelonès","+34-932957252","932957252",431055900,4582108500,"2.175382332","41.387552078","centredocumentacio@palaumusica.cat","http://www.cedoc.cat","07/10/2024 07:34:43 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.1753824 41.38755)"
,27040791,"Arxiu Central dels Jutjats de Girona","Arxiu Central dels Jutjats de Girona","Cultura|Arxius||","archive",,,,,,"Avinguda de Ramon Folch",,"4-6",,,17001,"Girona",170792,"Gironès","+34-972940480","972940480",485276750,4648297500,"2.822258277","41.986544007","arxiu.girona@xij.gencat.cat",,"07/10/2024 07:22:26 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.8222582 41.986546)"
,27045911,"Arxiu Comarcal de l'Urgell","Arxiu Comarcal de l'Urgell","Cultura|Arxius||","archive",,,,,,"Carrer de les Sitges",,"4-6",,,25300,"Tàrrega",252173,"Urgell","+34-973312411","973312411",345032530,4612062500,"1.139149178","41.645249652","acurgell.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acur","07/10/2024 07:36:21 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.1391492 41.64525)"
,27041741,"Arxiu Municipal de Sant Feliu de Guíxols","Arxiu Municipal de Sant Feliu de Guíxols","Cultura|Arxius||","archive",,,,,,"Carretera de Girona ",,"45-47",,,17220,"Sant Feliu de Guíxols",171609,"Baix Empordà","+34-972322593","972322593",502180970,4625788500,"3.026246017","41.783943457","arxiu@guixols.cat","http://www.arxiumunicipal.guixols.cat/","07/10/2024 07:35:44 AM","Titularitat|Administració local: municipal","POINT (3.026246 41.783943)"
,27042682,"Arxiu Central Administratiu del Departament d'Acció Climàtica, Alimentació i Agenda Rural","Arxiu Central Administratiu del Departament d'Acció Climàtica, Alimentació i Agenda Rural","Cultura|Arxius||","archive",,,,,,"Gran Via de les Corts Catalanes",,"612-614",,,"08007","Barcelona",80193,"Barcelonès","+34-933046700","933046700",430283600,4582098500,"2.166147190","41.387395448","arxiu.daam@gencat.cat",,"07/10/2024 07:23:24 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1661472 41.387394)"
,27044433,"Arxiu Comarcal del Montsià","Arxiu Comarcal del Montsià","Cultura|Arxius||","archive",,,,,,"Avinguda de la Generalitat",,"70-80",,,43870,"Amposta",430141,"Montsià","+34-977707923","977707923",294980500,4508714000,"0.573178636","40.703841565","acmontsia@gencat.cat","http://cultura.gencat.cat/arxius/acmo","07/10/2024 07:36:23 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.57317865 40.703842)"
,27043632,"Arxiu Central dels Jutjats de Martorell","Arxiu Central dels Jutjats de Martorell","Cultura|Arxius||","archive",,,,,,"Passatge del Sindicat",,"8 baixos",,,"08760","Martorell",81141,"Baix Llobregat","+34-935516739","935516739",410042380,4592372500,"1.922556580","41.477913923","arxiu.martorell@xij.gencat.cat",,"07/10/2024 07:22:04 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.9225566 41.477913)"
,27044163,"Arxiu Històric Fidel Fita, municipal d’Arenys de Mar","Arxiu Històric Fidel Fita, municipal d’Arenys de Mar","Cultura|Arxius||","archive",,,,,,"Ronda del Bisbe Pol",,"8 i",10,,"08350","Arenys de Mar",80060,"Maresme","+34-937959519","937959519",462517720,4603281500,"2.550354568","41.580342925","paloumh@arenysdemar.cat","http://arxiu.arenysdemar.cat/app.php/","07/10/2024 07:36:36 AM","Titularitat|Administració local: municipal","POINT (2.5503545 41.58034)"
,27041279,"Arxiu Històric de la Fundació Privada Casa de Misericòrdia de Barcelona","Arxiu Històric de la Fundació Privada Casa de Misericòrdia de Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer de les Elisabets",,"8-10",,,"08001","Barcelona",80193,"Barcelonès","+34-933021692","933021692",430484620,4581662000,"2.168601358","41.383481427","arxiu@fcmb.org","http://www.fcmb.org","07/10/2024 07:34:23 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.1686013 41.38348)"
,27041187,"Arxiu Municipal de Sant Joan de Vilatorrada","Arxiu Municipal de Sant Joan de Vilatorrada","Cultura|Arxius||","archive",,,,,,"Carrer Major",,"91-93",,,"08250","Sant Joan de Vilatorrada",82188,"Bages","+34-938764040","938764040",400683200,4622219000,"1.805533022","41.745586867","sanchezcf@santjoanvilatorrada.cat","http://www.santjoanvilatorrada.cat","07/10/2024 07:31:55 AM","Titularitat|Administració local: municipal","POINT (1.805533 41.745586)"
,27041370,"Arxiu Central dels Jutjats de Gavà","Arxiu Central dels Jutjats de Gavà","Cultura|Arxius||","archive",,,,,,"Plaça de Batista i Roca","yes",,,,"08850","Gavà",80898,"Baix Llobregat","+34-626072993","626072993",416695470,4573405000,"2.004839107","41.307806519","arxiu.gava@xij.gencat.cat",,"07/10/2024 07:22:28 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.0048392 41.307808)"
,27043723,"Arxiu del Parlament de Catalunya","Arxiu del Parlament de Catalunya","Cultura|Arxius||","archive",,,,,,"Parc de la Ciutadella","yes",,,,"08003","Barcelona",80193,"Barcelonès","+34-933046500","933046500",431945500,4582163500,"2.186015328","41.388123202","arxiu@parlament.cat","https://www.parlament.cat/web/documentacio/recursos-documentals/index.html#180635950","07/10/2024 07:27:24 AM","Titularitat|Generalitat de Catalunya: general o institucional","POINT (2.1860154 41.388123)"
,27045195,"Arxiu Capitular de la Santa Església Catedral Basílica de Barcelona","Arxiu Capitular de la Santa Església Catedral Basílica de Barcelona","Cultura|Arxius||","archive",,,,,,"Plaça del Pla de la Seu","yes",,,,"08002","Barcelona",80193,"Barcelonès","+34-933100669","933100669",431105800,4581759000,"2.176018854","41.384408512","arxiu@catedralbcn.org","http://www.catedralbcn.org","07/10/2024 07:34:44 AM","Titularitat|Església catòlica: capitular","POINT (2.176019 41.384407)"
,27041091,"Arxiu General del Museu Marítim de Barcelona","Arxiu General del Museu Marítim de Barcelona","Cultura|Arxius||","archive",,,,,,"Avinguda de les Drassanes ","yes",,,,"08001","Barcelona",80193,"Barcelonès","+34-933429920","933429920",431015300,4580883000,"2.175036291","41.376510882","informacio@mmb.cat","http://www.mmb.cat","07/10/2024 07:33:23 AM","Titularitat|Corporacions i entitats oficials: altres","POINT (2.1750362 41.37651)"
,27043887,"Arxiu Municipal de l’Ajuntament de Montgat","Arxiu Municipal de l’Ajuntament de Montgat","Cultura|Arxius||","archive",,,,,,"Plaça de la Vila","yes",,,,"08390","Montgat",81265,"Maresme","+34-934694900","934694900",439796700,4590802500,"2.279053914","41.466559356",,,"07/10/2024 07:21:51 AM","Titularitat|Administració local: municipal","POINT (2.279054 41.46656)"
